step,sim_time_sec,scenario_id,system_type,run_id,random_seed,arrival_rate,queue_length,completed_tasks,active_cores,batch_size,cw_computational_intensity,dw_data_volume_intensity,vr_utilization_variability,wci_index,cpu_utilization_pct,memory_utilization_pct,throughput_tasks_sec,step_overhead_sec,cumulative_overhead_sec
74,74,S3,BASELINE,1,1001,98,0,3521,4,32,0.9184,0.8554,0.3409,0.7808,57.92,20.66,98,0,0
75,75,S3,BASELINE,1,1001,83,0,3604,4,32,0.8883,0.8646,0.2722,0.7568,48.17,20.69,83,0,0
76,76,S3,BASELINE,1,1001,67,0,3671,4,32,1,0.8293,0.2749,0.7952,35.31,20.28,67,0,0
77,77,S3,BASELINE,1,1001,93,0,3764,4,32,0.8659,0.849,0.375,0.7618,48.28,20.52,93,0,0
78,78,S3,BASELINE,1,1001,82,0,3846,4,32,0.897,0.842,0.2803,0.7544,49.45,20.54,82,0,0
79,79,S3,BASELINE,1,1001,81,0,3927,4,32,0.8826,0.8838,0.3725,0.781,47.76,20.9,81,0,0
80,80,S3,BASELINE,1,1001,86,0,4013,4,32,0.9076,0.8664,0.3063,0.7729,48.58,20.52,86,0,0
0,0,S3,SAMCS,1,1001,28,0,28,6,32,0.2289,0.2228,0.1687,0.2147,14.06,11.81,28,1.265,1.265
1,2.26,S3,SAMCS,1,1001,20,0,48,6,32,0.2423,0.1925,0.173,0.211,9.34,11.46,20,0.015,1.28
2,3.28,S3,SAMCS,1,1001,29,0,77,6,32,0.179,0.2267,0.2085,0.2016,8.76,11.91,29,0.015,1.295
3,4.29,S3,SAMCS,1,1001,20,0,97,6,32,0.2082,0.2381,0.1396,0.205,8.89,12.09,20,0.015,1.31
4,5.31,S3,SAMCS,1,1001,25,0,122,8,32,0.1892,0.1827,0.1448,0.178,7.02,11.25,25,1.265,2.575
5,7.57,S3,SAMCS,1,1001,26,0,148,8,32,0.2262,0.2176,0.1323,0.2044,6.76,11.56,26,0.015,2.59
6,8.59,S3,SAMCS,1,1001,28,0,176,8,32,0.1974,0.2089,0.1055,0.1831,9.04,11.7,28,0.015,2.605
7,9.6,S3,SAMCS,1,1001,31,0,207,8,32,0.2367,0.2155,0.1766,0.2173,8.07,11.54,31,0.015,2.62
8,10.62,S3,SAMCS,1,1001,27,0,234,10,32,0.2111,0.1857,0.1241,0.1848,7.94,11.34,27,1.265,3.885
9,12.88,S3,SAMCS,1,1001,20,0,254,10,32,0.2021,0.2174,0.1635,0.1998,5,11.63,20,0.015,3.9
10,13.9,S3,SAMCS,1,1001,19,0,273,10,32,0.263,0.2091,0.2785,0.2472,5,11.63,19,0.015,3.915
11,14.91,S3,SAMCS,1,1001,21,0,294,10,32,0.1987,0.2275,0.1185,0.1927,5,11.88,21,0.015,3.93
12,15.93,S3,SAMCS,1,1001,21,0,315,12,32,0.1813,0.2051,0.1715,0.1877,5,11.71,21,1.265,5.195
13,18.2,S3,SAMCS,1,1001,19,0,334,12,32,0.2747,0.1826,0.1622,0.22,5.95,11.48,19,0.015,5.21
14,19.21,S3,SAMCS,1,1001,21,0,355,12,32,0.2207,0.2134,0.1512,0.2042,5,11.73,21,0.015,5.225
15,20.23,S3,SAMCS,1,1001,25,0,380,12,32,0.1556,0.2139,0.16,0.1769,5,11.64,25,0.015,5.24
16,21.24,S3,SAMCS,1,1001,28,0,408,14,32,0.2267,0.1716,0.1856,0.1992,5,11.07,28,1.265,6.505
17,23.51,S3,SAMCS,1,1001,19,0,427,14,32,0.255,0.2066,0.1056,0.2082,5,11.47,19,0.015,6.52
18,24.52,S3,SAMCS,1,1001,19,0,446,14,32,0.2106,0.2326,0.1943,0.215,5,11.86,19,0.015,6.535
19,25.54,S3,SAMCS,1,1001,21,0,467,14,32,0.2082,0.2285,0.1712,0.2079,5,11.94,21,0.015,6.55
20,26.55,S3,SAMCS,1,1001,20,0,487,16,32,0.2048,0.2076,0.2384,0.2125,5,11.67,20,1.265,7.815
21,28.82,S3,SAMCS,1,1001,32,0,519,16,32,0.273,0.2035,0.0977,0.2136,5,11.58,32,0.015,7.83
22,29.83,S3,SAMCS,1,1001,26,0,545,16,32,0.2845,0.2552,0.1145,0.2402,5,12.18,26,0.015,7.845
23,30.85,S3,SAMCS,1,1001,30,0,575,16,32,0.2453,0.2074,0.2431,0.2316,5,11.6,30,0.015,7.86
24,31.86,S3,SAMCS,1,1001,30,0,605,16,32,0.2455,0.2122,0.1807,0.2209,5.89,11.8,30,0.015,7.875
25,32.88,S3,SAMCS,1,1001,14,0,619,16,32,0.206,0.2242,0.1066,0.1925,5,11.96,14,0.015,7.89
26,33.89,S3,SAMCS,1,1001,18,0,637,16,32,0.4762,0.1952,0.1853,0.3197,5.98,11.6,18,0.015,7.905
27,34.91,S3,SAMCS,1,1001,14,0,651,16,32,0.2212,0.188,0.1347,0.1923,5,11.3,14,0.015,7.92
28,35.92,S3,SAMCS,1,1001,53,0,704,16,32,0.486,0.4874,0.2548,0.4402,9.51,15.36,53,0.015,7.935
29,36.94,S3,SAMCS,1,1001,50,0,754,16,32,0.4976,0.5083,0.1057,0.423,5.65,15.66,50,0.015,7.95
30,37.95,S3,SAMCS,1,1001,49,0,803,16,32,0.5129,0.5487,0.1574,0.4543,5.54,16.23,49,0.015,7.965
31,38.97,S3,SAMCS,1,1001,50,0,853,16,32,0.5331,0.54,0.2267,0.4742,6.38,16.18,50,0.015,7.98
32,39.98,S3,SAMCS,1,1001,52,0,905,16,32,0.5042,0.5136,0.1269,0.432,8.25,15.82,52,0.015,7.995
33,41,S3,SAMCS,1,1001,45,0,950,16,32,0.4908,0.4857,0.1979,0.4304,5.45,15.48,45,0.015,8.01
34,42.01,S3,SAMCS,1,1001,55,0,1005,16,32,0.5105,0.4886,0.2105,0.4428,8.47,15.46,55,0.015,8.025
35,43.03,S3,SAMCS,1,1001,59,0,1064,16,32,0.4992,0.5077,0.1632,0.435,8.59,15.72,59,0.015,8.04
36,44.04,S3,SAMCS,1,1001,39,0,1103,16,32,0.5173,0.5044,0.1202,0.4334,5,15.73,39,0.015,8.055
37,45.06,S3,SAMCS,1,1001,55,0,1158,16,32,0.5463,0.5229,0.1392,0.4567,6.3,16.01,55,0.015,8.07
38,46.07,S3,SAMCS,1,1001,52,0,1210,16,32,0.5487,0.4828,0.2286,0.4616,8.19,15.46,52,0.015,8.085
39,47.09,S3,SAMCS,1,1001,45,0,1255,16,32,0.5261,0.4929,0.2338,0.456,5.45,15.47,45,0.015,8.1
40,48.1,S3,SAMCS,1,1001,49,0,1304,16,32,0.4996,0.4946,0.1994,0.4378,12.61,15.56,49,0.015,8.115
41,49.12,S3,SAMCS,1,1001,50,0,1354,16,32,0.5282,0.4605,0.1771,0.4343,5,15.05,50,0.015,8.13
42,50.13,S3,SAMCS,1,1001,50,0,1404,16,32,0.5129,0.5009,0.256,0.4573,8.14,15.71,50,0.015,8.145
43,51.15,S3,SAMCS,1,1001,38,0,1442,16,32,0.5286,0.4791,0.2237,0.4503,5,15.36,38,0.015,8.16
44,52.16,S3,SAMCS,1,1001,50,0,1492,16,32,0.4927,0.5003,0.2107,0.439,5.95,15.48,50,0.015,8.175
45,53.18,S3,SAMCS,1,1001,47,0,1539,16,32,0.549,0.4707,0.1268,0.4371,6.05,15.48,47,0.015,8.19
46,54.19,S3,SAMCS,1,1001,56,0,1595,16,32,0.5239,0.5047,0.1683,0.4461,7.62,15.7,56,0.015,8.205
47,55.21,S3,SAMCS,1,1001,45,0,1640,16,32,0.4699,0.4698,0.1939,0.4147,8.58,15.44,45,0.015,8.22
48,56.22,S3,SAMCS,1,1001,36,0,1676,16,32,0.5058,0.4865,0.1422,0.4263,5.93,15.6,36,0.015,8.235
49,57.24,S3,SAMCS,1,1001,61,0,1737,16,32,0.7854,0.5274,0.2228,0.5826,5,15.93,61,0.015,8.25
50,58.25,S3,SAMCS,1,1001,52,0,1789,16,32,0.7798,0.4968,0.1332,0.5514,5.67,15.39,52,0.015,8.265
51,59.27,S3,SAMCS,1,1001,34,0,1823,16,32,0.509,0.5052,0.1673,0.4393,5,15.71,34,0.015,8.28
52,60.28,S3,SAMCS,1,1001,43,0,1866,16,32,0.4869,0.4822,0.1997,0.4278,9.5,15.44,43,0.015,8.295
53,61.3,S3,SAMCS,1,1001,57,0,1923,16,32,0.5175,0.4842,0.2182,0.446,5,15.45,57,0.015,8.31
54,62.31,S3,SAMCS,1,1001,40,0,1963,16,32,0.5789,0.4889,0.2017,0.472,7.93,15.34,40,0.015,8.325
55,63.33,S3,SAMCS,1,1001,42,0,2005,16,32,0.5085,0.5116,0.0991,0.4277,7.19,15.75,42,0.015,8.34
56,64.34,S3,SAMCS,1,1001,47,0,2052,16,32,0.5506,0.4792,0.211,0.4577,6.62,15.41,47,0.015,8.355
57,65.36,S3,SAMCS,1,1001,52,0,2104,16,32,0.4963,0.4907,0.1245,0.42,6.91,15.33,52,0.015,8.37
58,66.37,S3,SAMCS,1,1001,80,0,2184,16,24,0.8314,0.8795,0.1905,0.7201,10,20.97,80,0.315,8.685
59,67.69,S3,SAMCS,1,1001,85,0,2269,16,24,0.8907,0.8688,0.1465,0.7342,16.22,20.51,85,0.015,8.7
60,68.7,S3,SAMCS,1,1001,75,0,2344,16,24,0.898,0.8415,0.1777,0.7342,8.34,20.35,75,0.015,8.715
61,69.72,S3,SAMCS,1,1001,75,0,2419,16,24,0.9261,0.8865,0.1391,0.7548,7.24,20.98,75,0.015,8.73
62,70.73,S3,SAMCS,1,1001,84,0,2503,16,16,0.9476,0.8109,0.2428,0.7588,10.74,19.68,84,0.315,9.045
63,72.05,S3,SAMCS,1,1001,92,0,2595,16,16,0.8722,0.8737,0.255,0.7493,16.73,20.82,92,0.015,9.06
64,73.06,S3,SAMCS,1,1001,82,0,2677,16,16,0.9159,0.8643,0.209,0.7565,12.4,20.67,82,0.015,9.075
65,74.08,S3,SAMCS,1,1001,86,0,2763,16,16,1,0.8429,0.18,0.781,16.53,20.26,86,0.015,9.09
66,75.09,S3,SAMCS,1,1001,92,0,2855,16,16,0.9592,0.8291,0.1656,0.755,9.07,20.07,92,0.015,9.105
67,76.11,S3,SAMCS,1,1001,75,0,2930,16,16,0.9038,0.8456,0.1513,0.7329,12.15,20.25,75,0.015,9.12
68,77.12,S3,SAMCS,1,1001,86,0,3016,16,16,1,0.8318,0.1314,0.7674,12.47,20.31,86,0.015,9.135
69,78.14,S3,SAMCS,1,1001,81,0,3097,16,16,0.9414,0.812,0.1275,0.7333,9.05,19.94,81,0.015,9.15
70,79.15,S3,SAMCS,1,1001,87,0,3184,16,16,0.8678,0.8446,0.2222,0.7306,12.84,20.13,87,0.015,9.165
71,80.17,S3,SAMCS,1,1001,77,0,3261,16,16,0.8651,0.8622,0.1818,0.7274,12.62,20.54,77,0.015,9.18
72,81.18,S3,SAMCS,1,1001,82,0,3343,16,16,0.855,0.8142,0.1912,0.708,12.56,19.96,82,0.015,9.195
73,82.2,S3,SAMCS,1,1001,80,0,3423,16,16,1,0.8391,0.1846,0.7806,10.43,20.41,80,0.015,9.21
74,83.21,S3,SAMCS,1,1001,98,0,3521,16,16,0.9184,0.8554,0.1965,0.752,16.66,20.66,98,0.015,9.225
75,84.23,S3,SAMCS,1,1001,83,0,3604,16,16,0.8883,0.8646,0.1499,0.7323,13.23,20.69,83,0.015,9.24
76,85.24,S3,SAMCS,1,1001,67,0,3671,16,16,1,0.8293,0.1762,0.7755,7.1,20.28,67,0.015,9.255
77,86.26,S3,SAMCS,1,1001,93,0,3764,16,16,0.8659,0.849,0.2379,0.7344,9.12,20.52,93,0.015,9.27
78,87.27,S3,SAMCS,1,1001,82,0,3846,16,16,0.897,0.842,0.1595,0.7302,14.93,20.54,82,0.015,9.285
79,88.29,S3,SAMCS,1,1001,81,0,3927,16,16,0.8826,0.8838,0.2532,0.7571,13.66,20.9,81,0.015,9.3
80,89.3,S3,SAMCS,1,1001,86,0,4013,16,16,0.9076,0.8664,0.1796,0.7476,12.38,20.52,86,0.015,9.315
0,0,S3,BASELINE,2,1002,16,0,16,4,32,0.1753,0.191,0.1674,0.1792,6.9,11.47,16,0,0
1,1,S3,BASELINE,2,1002,23,0,39,4,32,0.2165,0.242,0.2203,0.2262,13.57,12.12,23,0,0
2,2,S3,BASELINE,2,1002,21,0,60,4,32,0.1975,0.1672,0.1642,0.1803,12.71,11.04,21,0,0
3,3,S3,BASELINE,2,1002,16,0,76,4,32,0.1905,0.2397,0.1765,0.2049,10.75,12.02,16,0,0
4,4,S3,BASELINE,2,1002,25,0,101,4,32,0.1659,0.2057,0.2747,0.2016,12.27,11.44,25,0,0
5,5,S3,BASELINE,2,1002,21,0,122,4,32,0.2182,0.1778,0.1615,0.1927,10.09,11.23,21,0,0
6,6,S3,BASELINE,2,1002,24,0,146,4,32,0.224,0.1901,0.1217,0.1917,14.25,11.33,24,0,0
7,7,S3,BASELINE,2,1002,28,0,174,4,32,0.1816,0.2026,0.2087,0.1944,14,11.59,28,0,0
8,8,S3,BASELINE,2,1002,16,0,190,4,32,0.1928,0.205,0.2035,0.1992,8.4,11.44,16,0,0
9,9,S3,BASELINE,2,1002,25,0,215,4,32,0.1851,0.1657,0.2358,0.1885,16.42,11.23,25,0,0
10,10,S3,BASELINE,2,1002,29,0,244,4,32,0.2158,0.21,0.1105,0.1927,16.89,11.63,29,0,0
11,11,S3,BASELINE,2,1002,28,0,272,4,32,0.2139,0.1743,0.148,0.1869,15.71,11.02,28,0,0
12,12,S3,BASELINE,2,1002,23,0,295,4,32,0.2322,0.2043,0.169,0.2098,16.1,11.61,23,0,0
13,13,S3,BASELINE,2,1002,27,0,322,4,32,0.4961,0.1781,0.2975,0.3451,14.97,11.29,27,0,0
14,14,S3,BASELINE,2,1002,14,0,336,4,32,0.2022,0.181,0.1565,0.1856,6.28,11.24,14,0,0
15,15,S3,BASELINE,2,1002,24,0,360,4,32,0.2391,0.2278,0.222,0.2317,13.28,11.75,24,0,0
16,16,S3,BASELINE,2,1002,27,0,387,4,32,0.2597,0.2222,0.1934,0.2333,14.18,11.96,27,0,0
17,17,S3,BASELINE,2,1002,17,0,404,4,32,0.2569,0.2285,0.2053,0.2367,9.9,11.86,17,0,0
18,18,S3,BASELINE,2,1002,24,0,428,4,32,0.246,0.1841,0.2079,0.2167,16.67,11.2,24,0,0
19,19,S3,BASELINE,2,1002,21,0,449,4,32,0.2267,0.2296,0.1735,0.2171,10.99,11.8,21,0,0
20,20,S3,BASELINE,2,1002,21,0,470,4,32,0.2596,0.2154,0.2009,0.2324,10.81,11.83,21,0,0
21,21,S3,BASELINE,2,1002,23,0,493,4,32,0.1902,0.1969,0.2267,0.1998,12.92,11.46,23,0,0
22,22,S3,BASELINE,2,1002,22,0,515,4,32,0.2576,0.2364,0.1688,0.2324,17.22,11.94,22,0,0
23,23,S3,BASELINE,2,1002,15,0,530,4,32,0.2048,0.2208,0.1972,0.2089,10.39,12.05,15,0,0
24,24,S3,BASELINE,2,1002,21,0,551,4,32,0.2072,0.2365,0.1989,0.2158,15.13,11.97,21,0,0
25,25,S3,BASELINE,2,1002,17,0,568,4,32,0.2029,0.2076,0.258,0.2156,11.69,11.71,17,0,0
26,26,S3,BASELINE,2,1002,28,0,596,4,32,0.2674,0.2095,0.219,0.2375,17.43,11.72,28,0,0
27,27,S3,BASELINE,2,1002,20,0,616,4,32,0.1717,0.1774,0.196,0.1785,11.39,11.12,20,0,0
28,28,S3,BASELINE,2,1002,47,0,663,4,32,0.5033,0.5096,0.1961,0.4441,28.16,15.94,47,0,0
29,29,S3,BASELINE,2,1002,37,0,700,4,32,0.4914,0.4837,0.2284,0.4361,20.01,15.57,37,0,0
30,30,S3,BASELINE,2,1002,45,0,745,4,32,0.492,0.5001,0.2941,0.4552,22.87,15.68,45,0,0
31,31,S3,BASELINE,2,1002,53,0,798,4,32,0.4999,0.5049,0.2693,0.4555,28.9,15.42,53,0,0
32,32,S3,BASELINE,2,1002,52,0,850,4,32,0.5066,0.4718,0.2036,0.4338,30.91,15.26,52,0,0
33,33,S3,BASELINE,2,1002,40,0,890,4,32,0.5073,0.4789,0.2409,0.4441,23.75,15.5,40,0,0
34,34,S3,BASELINE,2,1002,56,0,946,4,32,0.4997,0.5243,0.3136,0.4711,33.31,15.99,56,0,0
35,35,S3,BASELINE,2,1002,60,0,1006,4,32,0.4846,0.4955,0.2836,0.4482,33.92,15.45,60,0,0
36,36,S3,BASELINE,2,1002,55,0,1061,4,32,0.5181,0.5445,0.2821,0.4801,30.8,16.14,55,0,0
37,37,S3,BASELINE,2,1002,43,0,1104,4,32,0.5066,0.4882,0.1933,0.4375,23.56,15.28,43,0,0
38,38,S3,BASELINE,2,1002,49,0,1153,4,32,0.5137,0.4759,0.1777,0.4333,26.05,15.18,49,0,0
39,39,S3,BASELINE,2,1002,45,0,1198,4,32,0.588,0.5185,0.2305,0.4922,24.93,15.95,45,0,0
40,40,S3,BASELINE,2,1002,59,0,1257,4,32,0.5187,0.4796,0.1985,0.441,32.72,15.47,59,0,0
41,41,S3,BASELINE,2,1002,52,0,1309,4,32,0.5149,0.4987,0.2989,0.466,30.17,15.69,52,0,0
42,42,S3,BASELINE,2,1002,50,0,1359,4,32,0.5686,0.4945,0.183,0.4655,27.58,15.65,50,0,0
43,43,S3,BASELINE,2,1002,55,0,1414,4,32,0.5833,0.5277,0.3282,0.5128,34.17,16.03,55,0,0
44,44,S3,BASELINE,2,1002,43,0,1457,4,32,0.5174,0.4897,0.2082,0.4459,24.98,15.31,43,0,0
45,45,S3,BASELINE,2,1002,47,0,1504,4,32,0.5283,0.49,0.2614,0.4615,27.74,15.39,47,0,0
46,46,S3,BASELINE,2,1002,40,0,1544,4,32,0.5101,0.488,0.1702,0.4344,21.87,15.49,40,0,0
47,47,S3,BASELINE,2,1002,51,0,1595,4,32,0.5668,0.497,0.2239,0.4738,28.66,15.78,51,0,0
48,48,S3,BASELINE,2,1002,46,0,1641,4,32,0.4964,0.4811,0.3116,0.4541,24.54,15.31,46,0,0
49,49,S3,BASELINE,2,1002,51,0,1692,4,32,0.5122,0.4994,0.268,0.4589,27.71,15.5,51,0,0
50,50,S3,BASELINE,2,1002,40,0,1732,4,32,0.4969,0.48,0.2117,0.434,18.19,15.31,40,0,0
51,51,S3,BASELINE,2,1002,52,0,1784,4,32,0.4823,0.5085,0.2144,0.4379,31.93,15.74,52,0,0
52,52,S3,BASELINE,2,1002,44,0,1828,4,32,0.534,0.4603,0.2108,0.4436,23.71,15.29,44,0,0
53,53,S3,BASELINE,2,1002,50,0,1878,4,32,0.5472,0.5289,0.1967,0.4707,29.92,15.89,50,0,0
54,54,S3,BASELINE,2,1002,45,0,1923,4,32,0.5069,0.4867,0.2571,0.4499,26.99,15.4,45,0,0
55,55,S3,BASELINE,2,1002,44,0,1967,4,32,0.5087,0.4641,0.22,0.4354,24.5,14.97,44,0,0
56,56,S3,BASELINE,2,1002,48,0,2015,4,32,0.463,0.483,0.2758,0.4326,32.27,15.23,48,0,0
57,57,S3,BASELINE,2,1002,52,0,2067,4,32,0.5247,0.5113,0.2349,0.462,27.23,15.63,52,0,0
58,58,S3,BASELINE,2,1002,71,0,2138,4,32,0.8548,0.8603,0.2956,0.7449,41.14,20.65,71,0,0
59,59,S3,BASELINE,2,1002,81,0,2219,4,32,0.9264,0.8408,0.3251,0.7762,47.73,19.98,81,0,0
60,60,S3,BASELINE,2,1002,84,0,2303,4,32,0.8381,0.8751,0.2977,0.743,48.16,20.64,84,0,0
61,61,S3,BASELINE,2,1002,95,0,2398,4,32,0.9066,0.8552,0.2862,0.7645,53.3,20.43,95,0,0
62,62,S3,BASELINE,2,1002,80,0,2478,4,32,0.8574,0.8466,0.2892,0.74,48.67,20.57,80,0,0
63,63,S3,BASELINE,2,1002,81,0,2559,4,32,1,0.8568,0.3219,0.8143,42.7,20.73,81,0,0
64,64,S3,BASELINE,2,1002,95,0,2654,4,32,0.8701,0.8758,0.3464,0.7674,58.32,20.74,95,0,0
65,65,S3,BASELINE,2,1002,70,0,2724,4,32,0.848,0.8544,0.3245,0.7455,40.39,20.6,70,0,0
66,66,S3,BASELINE,2,1002,97,0,2821,4,32,0.8626,0.8098,0.3747,0.7466,58.21,19.98,97,0,0
67,67,S3,BASELINE,2,1002,80,0,2901,4,32,1,0.8431,0.4089,0.8269,46.7,20.19,80,0,0
68,68,S3,BASELINE,2,1002,82,0,2983,4,32,0.8805,0.8486,0.3364,0.7605,45.52,20.55,82,0,0
69,69,S3,BASELINE,2,1002,89,0,3072,4,32,0.9825,0.8717,0.4153,0.8303,48.21,20.9,89,0,0
70,70,S3,BASELINE,2,1002,63,0,3135,4,32,0.8601,0.8539,0.287,0.7433,37.4,20.26,63,0,0
71,71,S3,BASELINE,2,1002,87,0,3222,4,32,0.8409,0.8475,0.3135,0.7377,51.22,20.43,87,0,0
72,72,S3,BASELINE,2,1002,87,0,3309,4,32,0.8943,0.8677,0.3116,0.7685,49.38,20.71,87,0,0
73,73,S3,BASELINE,2,1002,97,0,3406,4,32,0.8793,0.8578,0.3293,0.7618,57.51,20.58,97,0,0
74,74,S3,BASELINE,2,1002,76,0,3482,4,32,0.8669,0.8599,0.332,0.7574,46.4,20.29,76,0,0
75,75,S3,BASELINE,2,1002,92,0,3574,4,32,0.9105,0.8447,0.3827,0.7819,55.64,20.36,92,0,0
76,76,S3,BASELINE,2,1002,100,0,3674,4,32,0.9437,0.829,0.4217,0.7992,54.52,20.23,100,0,0
77,77,S3,BASELINE,2,1002,78,0,3752,4,32,0.9103,0.8453,0.2843,0.7624,41.44,20.15,78,0,0
78,78,S3,BASELINE,2,1002,87,0,3839,4,32,0.8734,0.8163,0.2945,0.7376,49.68,19.89,87,0,0
79,79,S3,BASELINE,2,1002,82,0,3921,4,32,0.8761,0.8551,0.3052,0.7545,49.5,20.44,82,0,0
80,80,S3,BASELINE,2,1002,80,0,4001,4,32,0.8357,0.8371,0.3662,0.7423,43.29,20.22,80,0,0
0,0,S3,SAMCS,2,1002,16,0,16,6,32,0.1753,0.191,0.1674,0.1792,6.9,11.47,16,1.265,1.265
1,2.26,S3,SAMCS,2,1002,23,0,39,6,32,0.2165,0.242,0.2049,0.2231,9.18,12.12,23,0.015,1.28
2,3.28,S3,SAMCS,2,1002,21,0,60,6,32,0.1975,0.1672,0.1502,0.1774,8.7,11.04,21,0.015,1.295
3,4.29,S3,SAMCS,2,1002,16,0,76,6,32,0.1905,0.2397,0.1658,0.2028,7.7,12.02,16,0.015,1.31
4,5.31,S3,SAMCS,2,1002,25,0,101,8,32,0.1659,0.2057,0.258,0.1983,7.5,11.44,25,1.265,2.575
5,7.57,S3,SAMCS,2,1002,21,0,122,8,32,0.2182,0.1778,0.1437,0.1891,5,11.23,21,0.015,2.59
6,8.59,S3,SAMCS,2,1002,24,0,146,8,32,0.224,0.1901,0.0977,0.1869,7.38,11.33,24,0.015,2.605
7,9.6,S3,SAMCS,2,1002,28,0,174,8,32,0.1816,0.2026,0.1806,0.1888,5.98,11.59,28,0.015,2.62
8,10.62,S3,SAMCS,2,1002,16,0,190,10,32,0.1928,0.205,0.1916,0.1968,5,11.44,16,1.265,3.885
9,12.88,S3,SAMCS,2,1002,25,0,215,10,32,0.1851,0.1657,0.2057,0.1825,7.83,11.23,25,0.015,3.9
10,13.9,S3,SAMCS,2,1002,29,0,244,10,32,0.2158,0.21,0.0756,0.1857,6.93,11.63,29,0.015,3.915
11,14.91,S3,SAMCS,2,1002,28,0,272,10,32,0.2139,0.1743,0.1144,0.1801,6.09,11.02,28,0.015,3.93
12,15.93,S3,SAMCS,2,1002,23,0,295,12,32,0.2322,0.2043,0.1413,0.2043,8.19,11.61,23,1.265,5.195
13,18.2,S3,SAMCS,2,1002,27,0,322,12,32,0.4961,0.1781,0.2626,0.3381,5,11.29,27,0.015,5.21
14,19.21,S3,SAMCS,2,1002,14,0,336,12,32,0.2022,0.181,0.152,0.1848,5,11.24,14,0.015,5.225
15,20.23,S3,SAMCS,2,1002,24,0,360,12,32,0.2391,0.2278,0.193,0.2259,5,11.75,24,0.015,5.24
16,21.24,S3,SAMCS,2,1002,27,0,387,14,32,0.2597,0.2222,0.1612,0.2269,5,11.96,27,1.265,6.505
17,23.51,S3,SAMCS,2,1002,17,0,404,14,32,0.2569,0.2285,0.1882,0.2332,5,11.86,17,0.015,6.52
18,24.52,S3,SAMCS,2,1002,24,0,428,14,32,0.246,0.1841,0.1736,0.2098,6.85,11.2,24,0.015,6.535
19,25.54,S3,SAMCS,2,1002,21,0,449,14,32,0.2267,0.2296,0.1526,0.2129,5,11.8,21,0.015,6.55
20,26.55,S3,SAMCS,2,1002,21,0,470,16,32,0.2596,0.2154,0.1806,0.2283,5,11.83,21,1.265,7.815
21,28.82,S3,SAMCS,2,1002,23,0,493,16,32,0.1902,0.1969,0.199,0.1943,5,11.46,23,0.015,7.83
22,29.83,S3,SAMCS,2,1002,22,0,515,16,32,0.2576,0.2364,0.1358,0.2258,7.77,11.94,22,0.015,7.845
23,30.85,S3,SAMCS,2,1002,15,0,530,16,32,0.2048,0.2208,0.1783,0.2051,5,12.05,15,0.015,7.86
24,31.86,S3,SAMCS,2,1002,21,0,551,16,32,0.2072,0.2365,0.1674,0.2095,6.11,11.97,21,0.015,7.875
25,32.88,S3,SAMCS,2,1002,17,0,568,16,32,0.2029,0.2076,0.2346,0.2109,5,11.71,17,0.015,7.89
26,33.89,S3,SAMCS,2,1002,28,0,596,16,32,0.2674,0.2095,0.1769,0.2291,5.4,11.72,28,0.015,7.905
27,34.91,S3,SAMCS,2,1002,20,0,616,16,32,0.1717,0.1774,0.1737,0.1741,5,11.12,20,0.015,7.92
28,35.92,S3,SAMCS,2,1002,47,0,663,16,32,0.5033,0.5096,0.1254,0.4299,7.97,15.94,47,0.015,7.935
29,36.94,S3,SAMCS,2,1002,37,0,700,16,32,0.4914,0.4837,0.1759,0.4256,5,15.57,37,0.015,7.95
30,37.95,S3,SAMCS,2,1002,45,0,745,16,32,0.492,0.5001,0.2316,0.4427,5,15.68,45,0.015,7.965
31,38.97,S3,SAMCS,2,1002,53,0,798,16,32,0.4999,0.5049,0.1896,0.4396,6.14,15.42,53,0.015,7.98
32,39.98,S3,SAMCS,2,1002,52,0,850,16,32,0.5066,0.4718,0.1254,0.4182,8.58,15.26,52,0.015,7.995
33,41,S3,SAMCS,2,1002,40,0,890,16,32,0.5073,0.4789,0.1807,0.4321,6.57,15.5,40,0.015,8.01
34,42.01,S3,SAMCS,2,1002,56,0,946,16,32,0.4997,0.5243,0.2294,0.4543,9.25,15.99,56,0.015,8.025
35,43.03,S3,SAMCS,2,1002,60,0,1006,16,32,0.4846,0.4955,0.1934,0.4302,8.15,15.45,60,0.015,8.04
36,44.04,S3,SAMCS,2,1002,55,0,1061,16,32,0.5181,0.5445,0.1994,0.4636,7.18,16.14,55,0.015,8.055
37,45.06,S3,SAMCS,2,1002,43,0,1104,16,32,0.5066,0.4882,0.1286,0.4246,5.08,15.28,43,0.015,8.07
38,46.07,S3,SAMCS,2,1002,49,0,1153,16,32,0.5137,0.4759,0.1041,0.4186,5,15.18,49,0.015,8.085
39,47.09,S3,SAMCS,2,1002,45,0,1198,16,32,0.588,0.5185,0.1628,0.4786,5.6,15.95,45,0.015,8.1
40,48.1,S3,SAMCS,2,1002,59,0,1257,16,32,0.5187,0.4796,0.1098,0.4232,7.38,15.47,59,0.015,8.115
41,49.12,S3,SAMCS,2,1002,52,0,1309,16,32,0.5149,0.4987,0.2207,0.4504,7.83,15.69,52,0.015,8.13
42,50.13,S3,SAMCS,2,1002,50,0,1359,16,32,0.5686,0.4945,0.1078,0.4505,6.1,15.65,50,0.015,8.145
